OrderID,OrderDate,Gender,AgeGroup,Channel,ShipDate,ItemCode,MapCode,Quantity,Revenue,Cost
437015807,2020-08-01,Male,30s,Online,2020-08-05,D10001,31,25,30994.3,15416.732
437033402,2018-10-17,Male,30s,Online,2018-10-19,D10002,39,27,24618.8,20515.657
437063872,2019-03-09,Female,30s,Offline,,C10002,21,49,30490.1,13575.992
437066876,2018-05-14,Female,30s,Online,2018-05-19,B10001,39,100,24751.9,20626.600
437094771,2018-11-12,Female,30s,Offline,2018-11-15,A10001,33,53,12407.7,10339.709
437107646,2018-06-10,Female,30s,Online,2018-06-12,B10001,4,58,16011.7,13673.764
437113654,2018-04-30,Male,30s,Offline,,C10001,15,27,34437.0,24749.760
437147986,2020-12-05,Male,20s,Offline,,C10007,32,49,39593.0,32994.154
437175881,2018-03-17,Male,50s,Online,2018-03-19,C10002,8,58,13024.2,12180.646
437189185,2018-09-23,Female,30s,Online,2018-09-28,A10001,5,55,21568.5,17973.778
437195193,2017-06-19,Female,60s,Offline,,C10003,17,52,15003.9,14782.350
437198197,2019-09-06,Male,50s,Offline,2019-09-08,D10002,21,66,30095.7,25079.789
437211501,2017-12-15,Male,20s,Offline,,C10002,2,52,14984.0,12486.650
437239825,2020-09-10,Male,20s,Online,2020-09-13,D10001,39,62,36737.8,30614.845
437263858,2020-10-08,Male,20s,Offline,2020-10-10,C10006,39,20,36253.8,30211.501
437286603,2018-01-04,Male,40s,Online,2018-01-07,D10001,29,48,19681.4,16401.147
437293469,2020-09-07,Male,20s,Online,2020-09-10,C10006,23,20,30178.0,13865.517
437351405,2017-06-08,Female,60s,Offline,,C10002,5,72,17937.3,12569.088
437405908,2017-02-07,Female,30s,Offline,2017-02-08,C10004,38,46,21638.0,18031.681
437486588,2019-06-27,Male,20s,Online,2019-07-03,A10001,39,44,30612.1,25510.062
437497317,2020-10-16,Male,40s,Online,2020-10-20,C10007,7,27,37895.8,37167.587
437506330,2018-06-20,Male,20s,Offline,,B10001,19,56,33751.8,14703.360
437551391,2017-02-08,Male,20s,Offline,,C10001,5,40,13263.5,11052.947
437555253,2019-06-18,Male,20s,Online,2019-06-21,D10002,20,65,31644.5,12214.607
437659537,2020-12-04,Female,60s,Online,2020-12-06,A10002,35,37,37826.3,24085.530
437682712,2017-06-12,Female,40s,Online,2017-06-15,A10002,5,31,14032.3,11693.600
437719190,2020-03-18,Male,40s,Online,2020-03-22,C10001,28,86,30792.0,25660.017
437726056,2018-05-15,Male,30s,Offline,,C10002,31,53,39427.9,21146.411
437775409,2020-09-20,Female,50s,Online,2020-09-27,C10002,39,56,30275.3,25229.390
437789142,2017-10-21,Female,50s,Offline,,B10001,26,52,16956.2,14130.198
437880551,2017-10-27,Female,60s,Offline,,A10002,39,57,36676.1,12068.230
437912738,2020-12-31,Male,20s,Online,2021-01-07,C10002,32,50,38966.0,32471.639
437913167,2018-05-13,Female,20s,Online,2018-05-13,C10004,34,41,43479.5,32510.160
437915742,2020-04-22,Male,40s,Online,2020-04-26,C10007,15,47,37041.9,30868.241
437941062,2020-08-04,Female,50s,Online,2020-08-13,C10004,4,57,35609.2,15281.119
437944495,2018-12-10,Female,50s,Offline,,C10001,39,87,13111.4,10926.179
437945783,2018-12-01,Male,30s,Offline,2018-12-03,C10002,15,52,31072.7,13896.906
437951362,2017-05-06,Female,40s,Online,2017-05-14,A10001,1,52,17710.7,14758.927
437954795,2018-09-19,Female,20s,Online,2018-09-19,D10002,26,47,22538.8,13098.754
437958228,2020-11-29,Female,30s,Online,2020-12-06,A10001,35,69,30647.0,25539.180
437962949,2020-03-03,Female,40s,Online,2020-03-12,C10006,34,33,31411.6,11019.523
438003289,2018-02-05,Female,30s,Online,2018-02-06,C10004,16,89,13325.9,11104.880
438105857,2019-10-21,Male,20s,Offline,,C10002,4,99,39926.2,13911.476
438118302,2017-02-18,Female,20s,Offline,,B10001,39,92,24310.7,20258.890
438122594,2019-08-30,Male,20s,Offline,2019-08-31,C10003,33,62,30776.6,14692.668
438129889,2019-04-19,Female,50s,Offline,2019-04-21,C10004,19,50,38522.8,32102.316
438130319,2020-08-21,Male,30s,Online,2020-08-21,D10001,20,49,36018.0,30015.011
438146626,2020-10-28,Female,20s,Online,2020-10-31,C10006,5,33,31215.6,26012.959
438165509,2018-01-09,Male,30s,Online,2018-01-15,B10001,17,29,10537.2,8780.979
438238036,2018-06-16,Male,60s,Online,2018-06-21,B10001,22,21,26239.4,13903.197
438261210,2019-09-27,Male,40s,Offline,,D10002,15,65,21692.1,10122.988
438278377,2020-08-06,Male,40s,Online,2020-08-09,C10002,37,66,38496.0,28045.448
438278806,2019-03-02,Male,40s,Online,2019-03-10,D10002,17,61,90864.9,10605.144
438320863,2019-01-24,Male,60s,Online,2019-01-28,D10002,25,25,13880.8,11567.338
438327300,2018-09-28,Male,40s,Offline,,B10001,17,61,19200.0,16000.032
438331162,2020-10-01,Female,20s,Online,2020-10-07,C10007,21,30,30543.1,25452.580
438347041,2019-09-11,Male,20s,Online,2019-09-16,C10007,39,56,30915.8,20082.403
438364207,2017-11-22,Male,40s,Online,2017-11-25,D10002,33,30,14943.8,10551.296
438376653,2019-09-26,Male,30s,Offline,,A10001,32,53,14269.0,11890.864
438385236,2018-11-19,Female,60s,Offline,,B10001,15,69,15630.9,13025.773
438407123,2020-03-28,Male,40s,Online,2020-03-29,C10002,8,58,37926.5,10920.138
438422572,2019-01-20,Female,30s,Offline,,A10001,26,58,20243.7,16869.753
438435876,2018-06-13,Female,20s,Offline,,C10002,35,100,12679.1,10565.948
438468492,2020-06-16,Male,30s,Online,2020-06-23,C10002,15,27,31313.3,16179.848
438491666,2019-08-25,Female,30s,Offline,,C10005,5,97,30881.5,25734.569
438503253,2020-01-01,Female,30s,Online,2020-01-09,C10003,5,54,39840.3,22899.990
438530719,2018-12-06,Female,20s,Online,2018-12-09,A10001,33,53,39758.5,15030.678
438536727,2020-10-21,Female,30s,Offline,,C10005,18,66,37810.6,19309.070
438604962,2018-02-10,Female,50s,Offline,,C10007,39,76,42233.5,11034.659
438694655,2018-04-29,Male,50s,Online,2018-05-02,B10001,39,44,17896.8,14914.025
438710963,2018-06-24,Female,50s,Online,2018-06-29,A10002,5,87,9181.2,7651.000
438712680,2019-05-01,Female,30s,Online,2019-05-03,A10001,5,28,35549.4,15273.623
438740575,2017-04-15,Female,50s,Online,2017-04-18,B10001,33,71,62389.7,13936.090
438785207,2018-10-16,Male,30s,Offline,,D10001,4,85,12521.4,10434.507
438807523,2020-02-16,Male,20s,Online,2020-02-25,C10004,26,58,38312.1,11758.539
438811814,2020-06-04,Male,30s,Online,2020-06-08,C10006,25,45,36872.1,30726.751
438813102,2018-02-06,Female,30s,Online,2018-02-06,A10001,33,78,17794.4,14828.684
438819539,2017-10-25,Male,40s,Offline,,C10003,5,92,21805.6,14315.916
438824689,2018-12-27,Female,30s,Offline,,A10001,30,54,16823.5,15295.233
438847434,2020-11-11,Male,30s,Online,2020-11-12,C10006,5,87,30438.1,25365.084
438855159,2018-12-27,Male,40s,Online,2018-12-31,B10001,23,63,19966.2,16638.480
438870608,2017-03-30,Male,40s,Online,2017-04-05,D10002,7,40,21483.3,17902.720
438889920,2018-09-18,Male,30s,Offline,2018-09-22,B10001,5,150,12577.5,10481.215
438957297,2019-12-13,Male,30s,Online,2019-12-14,D10001,4,52,37797.7,16205.195
439029824,2020-09-15,Male,30s,Online,2020-09-17,B10001,21,45,39444.3,32870.289
439044415,2018-06-01,Female,30s,Offline,2018-06-10,B10001,25,81,27422.9,22852.375
439051282,2020-05-27,Female,30s,Online,2020-05-31,C10006,35,54,38902.3,19625.290
439067161,2018-09-12,Female,30s,Offline,,A10001,6,58,88271.1,71326.080
439105355,2019-02-13,Male,40s,Online,2019-02-13,C10007,33,64,32182.1,13915.689
439105784,2017-01-17,Female,50s,Offline,,A10001,15,99,45783.2,26709.965
439143550,2019-10-21,Male,30s,Online,2019-10-29,C10002,40,93,37162.8,30969.010
439155566,2018-12-15,Female,30s,Offline,2018-12-18,D10001,17,64,16218.2,10837.359
439177024,2017-09-03,Male,30s,Offline,,C10003,15,51,23320.9,21800.027
439256417,2019-06-29,Female,20s,Online,2019-07-02,C10004,39,83,38307.4,14140.029
439264142,2019-02-18,Male,30s,Online,2019-02-23,A10001,21,97,11496.1,9580.118
439269292,2017-05-16,Female,50s,Offline,,C10005,41,44,10275.1,8562.580
439281737,2019-12-04,Male,30s,Online,2019-12-05,C10002,9,66,37563.9,31303.265
439287745,2020-05-06,Male,50s,Online,2020-05-12,A10002,5,60,37864.3,31553.620
439308345,2019-07-05,Female,30s,Online,2019-07-06,A10001,26,47,30166.4,12171.963
439331948,2020-03-17,Female,40s,Online,2020-03-19,C10005,39,60,38565.0,15284.026
439365851,2018-10-02,Female,20s,Offline,,B10001,29,90,51724.6,46028.493
439388597,2020-05-21,Female,30s,Online,2020-05-23,C10007,5,59,38876.1,32396.749
439462840,2020-04-18,Female,30s,Online,2020-04-18,B10001,17,57,31166.2,25971.843
439467132,2018-11-10,Female,30s,Offline,2018-11-11,C10001,4,28,21397.0,17830.853
439477002,2020-02-28,Male,40s,Online,2020-03-02,C10006,19,65,38789.0,19425.674
439483869,2019-04-05,Female,40s,Offline,,D10001,23,47,48544.0,14531.209
439595878,2019-01-11,Female,20s,Offline,,C10007,40,62,31452.4,14690.952
439624631,2017-12-29,Female,50s,Offline,,B10001,26,72,16797.2,13997.687
439640510,2020-05-15,Male,60s,Offline,,A10002,23,85,30353.3,25294.402
439685142,2019-04-06,Female,20s,Offline,2019-04-09,B10001,35,59,34394.8,15910.338
439703595,2019-11-24,Male,30s,Offline,,C10007,17,21,42276.6,31371.610
439712178,2019-11-27,Female,30s,Online,2019-11-30,C10006,40,61,31325.2,26104.351
439767110,2017-06-13,Male,30s,Offline,2017-06-15,C10003,5,27,24832.1,20693.420
439870107,2019-02-18,Female,60s,Offline,,C10005,26,29,39653.7,24017.040
439912164,2017-06-09,Female,30s,Offline,,B10001,25,59,35590.6,14182.003
439916884,2020-02-20,Female,50s,Online,2020-02-22,C10002,40,61,31603.2,26336.027
439923322,2019-01-11,Male,30s,Offline,,C10002,17,52,31234.6,26028.821
439942204,2020-11-04,Male,30s,Online,2020-11-07,A10002,33,85,30398.4,25331.958
439952504,2020-08-19,Male,20s,Online,2020-08-25,A10002,14,93,30510.0,14278.154
440139186,2019-03-11,Female,30s,Offline,,C10005,1,78,35977.1,29980.946
440143048,2019-09-01,Male,20s,Offline,,C10007,23,34,31813.4,26511.153
440175664,2019-02-20,Male,30s,Online,2019-02-21,B10001,39,59,58185.6,48488.011
440205705,2020-04-06,Female,40s,Offline,2020-04-07,C10003,33,33,36258.1,10794.625
440320289,2018-01-09,Male,50s,Online,2018-01-13,C10002,32,51,27923.5,7764.240
440362775,2019-11-04,Male,50s,Online,2019-11-11,B10001,28,46,30682.4,15149.774
440466201,2019-02-04,Female,20s,Offline,,A10001,5,55,39845.8,37769.379
440479075,2020-01-23,Female,40s,Online,2020-01-25,C10002,5,69,30355.9,13647.412
440509974,2018-04-28,Female,40s,Online,2018-05-01,C10006,39,64,20591.6,17198.230
440528857,2019-01-12,Female,20s,Offline,2019-01-14,B10001,19,52,34499.8,11916.211
440582501,2019-04-02,Male,20s,Online,2019-04-04,B10001,11,58,38476.8,13599.527
440586364,2018-10-08,Male,60s,Online,2018-10-11,A10001,14,51,33707.2,18761.022
440661466,2017-02-26,Female,30s,Offline,,C10006,24,53,25796.6,14390.477
440662324,2018-06-22,Female,60s,Online,2018-06-24,C10004,6,62,13798.4,11498.630
440680348,2017-09-13,Male,40s,Offline,,A10002,1,73,18982.2,15818.538
440680778,2017-07-21,Male,40s,Online,2017-07-22,B10001,4,93,24843.1,21711.872
440801799,2020-07-20,Female,40s,Online,2020-07-26,A10001,8,60,31229.3,13611.882
440802228,2019-07-06,Female,60s,Online,2019-07-13,C10003,17,54,37963.9,12755.195
440822398,2019-07-09,Male,40s,Online,2019-07-13,D10002,30,51,30408.2,24085.530
440840852,2019-12-11,Male,20s,Offline,,D10002,3,86,36643.6,30536.299
440861451,2019-06-15,Male,30s,Online,2019-06-19,A10001,30,65,36559.4,30466.129
440864455,2018-07-07,Male,40s,Online,2018-07-07,B10001,39,89,17972.7,13820.651
440888917,2019-08-12,Male,30s,Online,2019-08-14,C10003,5,56,56557.6,30524.120
440924108,2017-04-06,Male,20s,Online,2017-04-08,C10002,9,34,26226.2,14821.590
440959727,2019-09-16,Female,40s,Online,2019-09-24,C10006,5,56,31210.6,26008.827
441015517,2018-02-11,Female,30s,Online,2018-02-14,A10001,39,65,25136.6,20947.142
441021955,2019-02-08,Female,50s,Online,2019-02-08,C10002,14,52,38860.7,32383.945
441027963,2019-04-29,Male,20s,Online,2019-05-02,D10001,39,37,33767.7,12243.489
441046845,2019-06-28,Female,60s,Online,2019-06-29,B10001,5,53,39701.0,39561.067
441184604,2018-01-21,Female,30s,Online,2018-01-24,C10003,32,56,22173.4,14181.519
441241681,2019-02-16,Female,50s,Online,2019-02-16,C10004,1,64,37034.0,30861.645
441276443,2017-06-30,Male,40s,Online,2017-07-01,C10001,31,86,23970.3,19975.265
441370856,2018-01-05,Male,40s,Online,2018-01-11,B10001,31,39,48306.8,20267.520
441394889,2019-11-30,Male,40s,Online,2019-12-04,C10005,38,66,36044.2,18067.283
441396176,2018-08-07,Female,30s,Online,2018-08-16,A10001,20,92,75540.4,38136.120
441461408,2019-10-08,Male,30s,Offline,,C10007,15,43,39366.2,22613.668
441477715,2018-05-01,Female,20s,Offline,,C10003,5,72,13097.5,11722.696
441497886,2019-06-02,Female,20s,Online,2019-06-04,B10001,34,34,39738.7,15773.348
441513335,2017-11-23,Male,40s,Online,2017-11-24,C10004,26,82,53167.6,18995.928
441529643,2018-09-04,Female,60s,Online,2018-09-10,C10002,30,72,56698.4,15452.035
441564834,2017-10-03,Female,20s,Offline,2017-10-09,C10004,5,47,59488.1,38720.353
441651952,2020-07-20,Female,30s,Online,2020-07-24,B10001,1,74,30077.0,13740.661
441681134,2019-12-29,Female,20s,Offline,,A10002,12,35,34938.9,29115.736
441697871,2020-06-12,Female,60s,Online,2020-06-18,C10006,17,60,38396.7,31997.270
441734349,2020-06-16,Male,50s,Offline,,C10007,30,84,36674.1,19397.484
441736495,2018-01-10,Female,50s,Online,2018-01-13,A10001,23,49,13660.9,11384.046
441760528,2019-05-30,Male,30s,Online,2019-06-01,C10006,23,40,17590.0,14658.334
441794431,2020-03-01,Male,20s,Offline,2020-03-05,C10007,41,91,37600.9,23203.243
441820609,2020-03-07,Male,30s,Online,2020-03-08,A10001,8,60,38532.0,11247.848
441829621,2017-02-03,Male,30s,Online,2017-02-07,D10002,39,46,89847.9,16442.325
441840779,2020-11-19,Female,30s,Offline,,B10001,23,38,39533.8,32944.840
441900861,2019-04-13,Male,20s,Online,2019-04-16,D10001,39,58,30565.8,25471.518
441902577,2017-07-19,Female,30s,Online,2017-07-22,C10002,32,51,70441.5,11867.927
441929185,2017-07-08,Female,20s,Online,2017-07-12,D10002,37,100,15397.6,14353.002
441977679,2017-06-08,Female,20s,Online,2017-06-12,A10001,4,100,31362.0,18293.076
442007291,2020-01-20,Female,40s,Offline,,C10004,7,36,39503.3,39493.282
442027461,2019-08-17,Female,50s,Offline,2019-08-22,D10001,31,52,30296.4,25246.994
442034327,2018-03-02,Male,40s,Online,2018-03-06,B10001,39,85,59382.5,18959.760
442120587,2020-06-12,Male,50s,Offline,2020-06-13,C10003,2,43,35640.1,15810.624
442267358,2019-10-27,Male,40s,Online,2019-10-30,A10001,30,83,38751.6,22473.045
442276370,2017-11-29,Female,20s,Online,2017-11-30,D10001,39,95,14189.9,11824.950
442295253,2020-03-16,Male,50s,Offline,2020-03-19,C10007,3,54,36419.4,30349.519
442340314,2020-04-11,Female,30s,Online,2020-04-13,C10001,41,27,36968.5,30807.072
442340743,2019-02-23,Male,50s,Offline,,A10002,21,83,39638.7,39056.643
442357051,2018-03-05,Male,30s,Online,2018-03-05,C10002,24,45,21805.6,17362.757
442405545,2019-10-08,Female,20s,Offline,,C10003,1,66,32146.4,19418.467
442523992,2019-07-01,Male,30s,Offline,,D10002,39,98,39238.2,14148.041
442527854,2020-03-12,Male,20s,Online,2020-03-13,D10001,4,30,30102.2,25085.140
442548453,2017-04-27,Female,30s,Offline,,C10004,4,35,19422.4,19322.625
442560040,2020-10-18,Female,50s,Online,2020-10-19,C10002,24,55,29614.8,11860.149
442596089,2019-08-19,Male,30s,Offline,,C10002,13,70,37891.7,20446.980
442597377,2018-07-28,Female,30s,Online,2018-07-30,C10005,16,65,28322.9,23602.402
442630851,2020-05-14,Male,50s,Online,2020-05-17,C10007,5,71,38187.3,31822.773
442644584,2020-07-03,Female,60s,Online,2020-07-06,C10004,33,46,39341.3,32784.424
442686641,2017-04-04,Female,40s,Online,2017-04-04,C10002,19,33,3543.4,2952.817
442728698,2017-01-09,Female,30s,Online,2017-01-18,C10006,17,89,15486.1,14963.535
442729127,2017-05-03,Male,20s,Online,2017-05-06,C10004,39,89,15384.9,12891.960
442741143,2017-01-04,Female,30s,Offline,,A10002,18,46,11482.9,9569.083
442747581,2017-04-03,Female,20s,Offline,,A10001,5,81,15255.5,12712.907
442779767,2020-04-05,Male,20s,Online,2020-04-08,A10002,5,34,35556.1,29630.117
442819249,2019-08-12,Male,50s,Online,2019-08-17,C10004,1,38,30413.5,25344.608
442857873,2020-09-30,Male,30s,Online,2020-09-30,C10002,1,64,37655.4,31379.498
442863881,2019-12-07,Female,40s,Online,2019-12-09,C10003,35,63,20136.5,16780.405
442945420,2017-11-21,Male,30s,Offline,2017-11-24,A10001,8,90,19322.7,16448.840
442985332,2019-06-25,Male,20s,Online,2019-06-26,C10006,29,60,33015.8,19731.657
442999494,2020-10-18,Female,60s,Online,2020-10-24,C10001,16,59,30961.7,25801.378
443051850,2020-05-17,Male,30s,Online,2020-05-19,C10006,5,73,30332.3,18074.506
443093049,2019-11-17,Female,30s,Online,2019-11-21,C10007,41,55,44112.2,23837.300
443120086,2017-08-16,Male,30s,Online,2017-08-20,D10001,23,52,17476.6,14563.805
443137681,2020-02-12,Female,50s,Online,2020-02-15,C10006,35,93,32105.7,26754.709
443140256,2018-07-26,Female,20s,Offline,,D10001,37,87,25240.8,23532.273
443149268,2020-02-28,Male,20s,Online,2020-02-29,C10006,37,85,32470.9,27059.055
443181884,2019-01-16,Male,20s,Offline,,C10005,1,54,35461.8,29551.488
443191325,2020-10-19,Female,40s,Online,2020-10-24,C10006,30,31,39533.7,39296.591
443218791,2019-10-17,Male,30s,Offline,2019-10-26,D10002,16,75,30893.2,25744.366
443219220,2020-02-02,Male,30s,Online,2020-02-05,C10002,3,65,36276.5,20605.009
443353545,2018-04-07,Male,60s,Online,2018-04-13,B10001,40,65,13246.8,12388.522
443435943,2019-06-09,Female,20s,Online,2019-06-11,B10001,17,30,36024.7,30020.616
443437659,2018-04-12,Male,40s,Offline,,C10002,9,47,18163.3,17332.280
443438947,2020-04-29,Male,40s,Online,2020-05-03,A10002,5,44,39705.0,14397.108
443449676,2018-11-27,Male,30s,Online,2018-11-28,D10002,39,56,55005.3,4034.360
443470704,2020-05-12,Male,30s,Online,2020-05-13,C10001,1,80,36655.4,15722.206
443472421,2018-04-21,Female,20s,Offline,2018-04-22,B10001,16,97,17937.3,14947.754
443474137,2020-10-10,Female,20s,Online,2020-10-12,A10001,33,62,30195.5,10702.732
443481862,2020-03-22,Female,50s,Online,2020-03-24,D10002,4,54,38580.0,36495.442
443514907,2019-04-04,Male,50s,Offline,,C10001,39,52,30785.9,18623.544
443528211,2017-10-27,Female,30s,Online,2017-10-30,D10001,30,50,14180.2,11816.811
443553102,2019-06-15,Female,30s,Offline,,A10001,35,58,29701.2,11755.760
443584430,2017-02-03,Female,30s,Offline,,A10001,1,88,58719.6,31465.705
443586575,2017-01-17,Female,20s,Offline,,D10001,33,95,22719.3,14070.409
443658673,2020-06-23,Female,20s,Online,2020-06-25,A10002,32,30,30144.5,18955.982
443729913,2020-10-22,Male,60s,Online,2020-10-29,A10002,39,46,38658.2,17638.574
443730771,2017-05-02,Male,30s,Online,2017-05-06,B10001,1,129,38151.5,12674.673
443779265,2019-02-26,Male,50s,Online,2019-03-01,B10001,10,43,30766.8,25639.006
443789136,2017-09-12,Male,40s,Offline,,C10002,31,67,31677.8,22730.768
443830764,2020-06-27,Female,30s,Offline,2020-06-27,C10003,33,63,31613.5,26344.624
443872821,2017-03-09,Female,40s,Online,2017-03-09,D10001,39,35,21483.3,14725.700
443878400,2020-02-12,Female,30s,Online,2020-02-13,C10002,38,50,30605.2,17638.687
443970239,2019-04-26,Male,60s,Online,2019-04-27,B10001,40,87,39412.6,18115.655
443993842,2020-03-14,Female,20s,Online,2020-03-19,C10007,12,78,37347.7,19933.434
444014441,2019-05-29,Male,40s,Online,2019-06-02,B10001,34,53,30128.4,25107.024
444017446,2017-03-24,Female,60s,Offline,,C10002,32,60,40143.0,31133.585
444082248,2017-09-13,Female,30s,Online,2017-09-14,B10001,37,49,15644.2,13036.809
444098126,2020-09-14,Male,50s,Online,2020-09-17,A10002,32,61,30631.4,25526.177
444108855,2020-04-02,Male,60s,Online,2020-04-02,C10001,26,82,31501.7,22346.388
444164216,2020-11-14,Male,40s,Offline,2020-11-18,A10002,1,43,35107.6,19157.609
444177091,2018-11-19,Male,20s,Online,2018-11-23,C10002,7,22,10016.8,8347.357
444256913,2019-06-02,Male,40s,Online,2019-06-07,C10005,1,55,31382.0,22013.462
444291245,2019-08-24,Female,20s,Offline,,A10001,33,61,30885.8,20169.848
444304549,2020-01-31,Female,60s,Online,2020-02-06,A10002,21,60,36690.4,17282.212
444308841,2020-08-18,Female,50s,Online,2020-08-24,C10004,16,45,30199.3,23850.412
444317853,2020-05-12,Female,30s,Online,2020-05-13,C10007,1,66,31418.9,26182.439
444338881,2018-01-04,Female,30s,Online,2018-01-04,C10002,5,75,35151.9,29293.229
444488227,2020-09-24,Female,40s,Offline,2020-09-27,C10003,39,50,30157.1,20899.833
444537580,2020-04-08,Male,30s,Online,2020-04-08,C10004,17,66,30457.0,14117.922
444559895,2018-05-04,Male,30s,Offline,,C10003,36,81,15093.8,7369.800
444606673,2020-08-03,Female,30s,Online,2020-08-05,C10004,28,75,31501.9,13053.569
444618260,2017-07-06,Female,50s,Online,2017-07-12,D10001,1,59,28097.9,24164.640
444620406,2018-09-01,Female,20s,Online,2018-09-03,B10001,35,52,20628.7,16638.945
444674050,2019-04-18,Female,30s,Offline,2019-04-22,C10005,9,52,35969.1,29974.276
444677484,2017-09-25,Female,20s,Online,2017-09-27,B10001,30,23,37366.7,20954.165
444684779,2017-08-01,Male,50s,Offline,,C10006,5,57,31709.3,19453.952
444689929,2019-12-20,Male,50s,Offline,,C10003,14,91,38812.0,14001.192
444699370,2017-11-05,Female,30s,Online,2017-11-05,B10001,5,95,23791.6,16275.595
444731986,2017-07-30,Female,30s,Offline,,C10002,9,42,14261.5,11884.583
444757306,2020-11-14,Male,50s,Online,2020-11-20,C10006,39,94,38754.1,15964.330
444805800,2019-04-10,Female,20s,Offline,2019-04-12,C10007,20,55,31553.3,17434.447
444813525,2019-07-27,Male,20s,Online,2019-07-30,B10001,20,65,38832.6,36852.560
444902360,2018-03-25,Male,50s,Offline,2018-04-04,C10003,39,70,20688.2,17240.167
444911801,2020-04-04,Male,20s,Online,2020-04-07,C10003,38,37,35804.2,14150.791
444944417,2020-01-05,Female,40s,Offline,,C10004,32,30,37372.8,15152.908
444967162,2018-01-16,Female,40s,Offline,,A10001,32,65,18540.6,15450.506
444977033,2020-09-25,Male,20s,Offline,,C10001,26,83,39325.7,18887.359
445004069,2018-04-28,Male,20s,Online,2018-05-01,C10002,26,94,5860.9,4884.075
445130240,2018-04-01,Female,40s,Online,2018-04-05,D10001,41,97,16632.1,13860.046
445196759,2020-08-29,Female,20s,Online,2020-09-02,B10001,20,48,30048.6,10850.818
445205771,2018-01-20,Female,40s,Online,2018-01-22,B10001,26,63,13938.2,13069.476
445264565,2017-06-15,Female,50s,Offline,2017-06-15,C10004,4,70,16714.3,13928.552
445286023,2017-01-04,Female,20s,Online,2017-01-06,C10004,34,80,19308.5,13450.474
445287740,2017-03-13,Female,40s,Offline,,B10001,1,99,23984.6,19987.183
445341384,2017-11-24,Female,30s,Online,2017-11-26,D10001,39,89,45442.4,13246.893
445352971,2019-12-01,Male,30s,Online,2019-12-03,C10003,3,48,20655.7,13268.563
445407044,2020-03-28,Male,30s,Online,2020-03-30,A10002,40,53,38163.2,31802.629
445416486,2020-07-02,Female,40s,Online,2020-07-05,A10001,35,59,36646.1,16306.251
445426356,2020-09-21,Female,20s,Offline,2020-09-25,C10003,6,53,31141.1,18010.506
445439660,2020-08-26,Female,40s,Online,2020-09-01,C10004,18,43,39748.8,14712.216
445466697,2018-03-01,Male,30s,Online,2018-03-02,D10002,32,62,25909.7,21591.393
445486009,2019-05-18,Male,40s,Offline,,D10002,24,15,58296.3,34908.160
445511758,2020-05-10,Male,50s,Online,2020-05-14,C10006,31,72,39647.9,19580.496
445521628,2017-02-02,Female,40s,Online,2017-02-10,C10001,1,86,14901.0,10176.859
445546948,2018-08-17,Male,20s,Online,2018-08-19,D10001,39,77,14587.1,12155.920
445635783,2017-04-29,Female,60s,Online,2017-05-02,C10004,21,36,33446.9,17789.916
445636212,2020-03-03,Female,20s,Offline,,C10001,34,76,39942.4,16780.277
445687282,2017-02-21,Female,20s,Offline,,C10006,39,67,40185.0,33487.519
445709598,2017-05-08,Female,20s,Online,2017-05-10,C10003,16,44,36423.2,30352.642
445746505,2017-10-27,Male,40s,Online,2017-10-31,B10001,37,63,20484.5,17070.447
445771825,2020-07-05,Female,20s,Online,2020-07-07,A10002,17,32,31626.1,23274.391
445803582,2018-03-10,Female,20s,Online,2018-03-10,B10001,38,40,51931.3,17376.269
445816457,2020-10-19,Male,50s,Offline,,C10006,31,73,37936.1,19159.899
445828902,2020-08-04,Female,40s,Online,2020-08-05,A10001,15,41,31768.3,26473.570
445843493,2018-12-09,Female,60s,Online,2018-12-10,B10001,34,46,32692.9,22086.946
445850360,2020-11-17,Male,50s,Offline,2020-11-19,C10007,20,45,35322.6,29435.460
445850789,2019-06-15,Female,40s,Offline,,C10007,17,50,30621.1,25517.559
445863234,2020-03-29,Female,20s,Online,2020-03-31,A10001,14,43,30464.3,18427.491
445873963,2019-03-07,Female,50s,Offline,,A10001,28,48,34284.3,14357.400
445875251,2019-04-25,Male,20s,Online,2019-04-28,A10001,5,35,56535.6,14604.282
445904433,2017-05-08,Female,50s,Online,2017-05-09,A10001,39,90,15540.8,15336.204
445921170,2020-10-27,Male,30s,Online,2020-11-03,A10001,37,65,39355.6,13137.831
445946061,2020-02-24,Male,20s,Online,2020-03-01,C10005,39,28,39166.4,24278.611
445968806,2020-10-23,Female,20s,Online,2020-10-25,A10002,21,25,36387.0,30322.482
445983827,2017-11-04,Male,20s,Offline,,C10004,39,97,39176.8,13137.400
446022880,2018-12-17,Female,30s,Offline,,A10001,5,64,34530.1,16764.160
446130168,2020-03-17,Female,30s,Offline,2020-03-22,C10007,8,21,38480.5,16940.322
446153771,2017-01-19,Female,60s,Offline,2017-01-21,B10001,25,36,11482.9,9569.083
446159350,2018-01-31,Male,40s,Offline,,C10007,39,61,22823.5,19019.542
446168792,2019-06-05,Female,20s,Offline,,A10002,40,59,39027.8,17963.637
446300542,2020-10-02,Female,40s,Online,2020-10-05,C10004,20,61,37787.6,12183.044
446333587,2020-09-30,Male,30s,Online,2020-10-02,C10002,5,58,37667.0,13966.599
446464908,2018-04-26,Female,40s,Offline,2018-04-26,A10001,21,98,21657.0,14343.168
